,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
11162,24832733,0.0,2632117.333333334,1997-03-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2012-05-04,20,False,0,9090,3561,Mid_Term,English
11163,24834087,0.0,88509.6,1994-07-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-04-25,19,False,0,10064,2475,Mid_Term,English
11165,24836219,0.0,598683.4285714285,2015-12-26,18.0,False,False,False,NOTICE,WEB,Y,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-09-05,18,True,0,2230,3072,Short_Term,English
11167,24840417,0.0,203162.81142857144,1986-10-15,18.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-12-30,18,True,0,12894,2591,Mid_Term,English
11168,24840811,0.0,1950815.9999999998,1993-10-01,21.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,101-500,English,Standard,2013-04-10,21,True,0,10351,3220,Mid_Term,English
11169,24846914,0.0,312594.8666666667,1978-05-15,17.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-02-22,17,True,0,15969,2537,Long-Term,English
11170,24849051,777.1466666666668,1648328.08,1963-08-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2007-10-22,21,True,1,21356,5217,Long-Term,English
11171,24853237,0.0,1229348.5714285714,1991-04-01,18.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,6-10,English,Premier,2009-10-07,18,True,0,11265,4501,Mid_Term,English
11172,24853821,0.0,464044.0,1990-01-01,21.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2012-07-03,21,True,0,11720,3501,Mid_Term,English
11173,24856127,116.13333333333335,348400.00000000006,1976-12-25,20.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-06-12,20,True,1,16475,2427,Long-Term,English
11175,24858727,0.0,623270.3904761905,2014-07-03,13.0,True,True,True,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-01-30,13,True,0,2771,4021,Short_Term,English
11176,24860648,0.0,332818.2857142857,1990-07-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-03-01,18,True,0,11539,2895,Mid_Term,English
11177,24861166,0.0,1832900.5333333332,2012-06-05,14.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,Y,500+,English,Standard,2011-03-18,14,True,0,3529,3974,Short_Term,English
11179,24865538,644.8266666666667,189579.04,1991-02-15,6.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2009-08-30,6,True,1,11310,4539,Mid_Term,English
11180,24867334,0.0,105154.28571428575,1997-07-15,20.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2016-05-28,20,False,0,8968,2076,Mid_Term,English
11181,24869619,0.0,216782.50666666665,1985-04-15,16.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2013-07-26,16,True,0,13442,3113,Mid_Term,English
11182,24872224,0.0,509224.8000000001,1996-02-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-09-14,21,True,0,9498,4159,Mid_Term,English
11183,24876701,0.0,205579.42857142855,1990-08-01,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-08-16,15,False,0,11508,3092,Mid_Term,English
11184,24877058,0.0,245778.86666666667,1996-01-15,14.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,Italian,Standard,2011-10-26,14,True,0,9515,3752,Mid_Term,European
11186,24881684,0.0,145464.00000000003,1990-03-15,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-05-12,15,False,0,11647,2458,Mid_Term,English
11187,24883211,0.0,155862.72000000003,1998-07-03,26.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-08-03,26,True,0,8615,2375,Mid_Term,English
11189,24886110,0.0,539719.74,1995-10-01,9.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,101-500,Spanish,Premier,2005-09-20,9,False,0,9621,5979,Mid_Term,European
11190,24887465,292.3466666666667,322166.0266666667,1993-10-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-08-08,19,False,1,10337,2735,Mid_Term,English
11192,24889088,0.0,1730683.5000000002,1997-10-01,25.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-04-12,25,True,0,8890,3583,Mid_Term,English
11193,24893368,0.0,169197.056,1995-12-15,17.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2010-05-25,17,False,0,9546,4271,Mid_Term,English
11194,24894799,235.84000000000003,111316.48000000001,1975-04-25,8.0,False,True,False,NOTICE,WEB,Y,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-02-02,8,True,1,17085,3653,Long-Term,English
11195,24895242,339.5238095238096,161273.80952380953,1993-10-15,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2012-01-14,19,True,1,10337,3672,Mid_Term,English
11196,24896199,143.88,265170.83999999997,1967-06-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-09-01,19,True,1,19970,2711,Long-Term,English
11197,24898781,664.9,127660.79999999999,1995-07-01,8.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2011-03-31,8,True,1,9713,3961,Mid_Term,English
11198,24900097,0.0,867650.6666666666,1996-03-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,Spanish,Premier,2011-08-31,20,False,0,9469,3808,Mid_Term,European
11199,24908056,0.0,626030.6666666666,1984-01-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2015-01-24,17,False,0,13912,2566,Mid_Term,English
11200,24909258,0.0,733600.3504761906,1974-01-01,19.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-08-16,19,True,0,17564,2727,Long-Term,English
11201,24911737,1451.5973333333336,1554660.7440000004,1974-04-15,17.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2003-01-19,17,True,1,17460,6954,Long-Term,English
11202,24913511,0.0,971000.3200000001,2006-10-06,16.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-03-29,16,False,0,5598,3963,Short_Term,English
11203,24919908,0.0,842040.0761904762,1992-05-01,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-02-01,23,True,0,10869,3288,Mid_Term,English
11204,24922055,0.0,222992.64,1982-12-25,18.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-04-01,18,True,0,14284,2864,Mid_Term,English
11205,24923425,0.0,296388.144,2004-01-28,13.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-02-23,13,True,0,6580,2901,Short_Term,English
11208,24938349,0.0,296411.7619047619,1998-07-20,19.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-06-02,19,True,0,8598,2802,Mid_Term,English
11209,24941405,0.0,1857151.296,1997-12-15,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2005-06-16,21,False,0,8815,6075,Mid_Term,English
11210,24946232,0.0,72310.36800000002,1990-09-15,13.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-01-14,13,True,0,11463,3672,Mid_Term,English
11211,24948475,0.0,46208.0,1989-09-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-12-05,19,True,0,11842,2981,Mid_Term,English
11212,24950550,0.0,153040.45714285717,1998-02-01,20.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-02-02,20,True,0,8767,2557,Mid_Term,English
11213,24951226,0.0,469336.0,1997-08-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Standard,2012-01-11,17,True,0,8951,3675,Mid_Term,English
11215,24961017,0.0,337695.77142857143,1995-02-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-05-25,17,True,0,9863,2445,Mid_Term,English
11216,24970897,0.0,126546.0,1988-03-01,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2017-11-16,23,True,0,12391,1539,Mid_Term,English
11217,24972168,0.0,515836.3946666667,1997-06-15,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-11-21,23,True,0,8998,3726,Mid_Term,English
11219,24975990,0.0,42246.28571428572,1989-02-15,10.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-03-01,10,True,0,12040,3991,Mid_Term,English
11220,24978359,0.0,629528.328,2014-06-17,22.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,Unknowm,Standard,2011-01-30,22,True,0,2787,4021,Short_Term,European
11223,25000251,252.48,327214.07999999996,1961-08-15,18.0,False,False,False,NOTICE,MAIL,N,Y,N,N,Y,N,N,N,Y,11-50,English,Premier,2015-10-02,18,True,1,22086,2315,Long-Term,English
11224,25005058,0.0,183116.0685714286,2007-05-07,3.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,Unknowm,Premier,2011-07-03,3,True,0,5385,3867,Short_Term,European
11226,25006119,0.0,138170.89523809525,2018-01-30,19.0,True,True,True,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-03-19,19,True,0,1464,3607,Short_Term,English
11227,25006166,0.0,961001.6000000001,2017-01-10,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,Hebrew,Standard,2014-09-18,16,True,0,1849,2694,Short_Term,European
11228,25007054,0.0,767924.9066666667,1990-04-15,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2013-05-16,16,False,0,11616,3184,Mid_Term,English
11230,25014798,135.45,167416.19999999998,1976-09-01,12.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2016-07-12,12,True,1,16590,2031,Long-Term,English
11231,25017368,0.0,566508.8,1984-10-01,21.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2013-08-11,21,True,0,13638,3097,Mid_Term,English
11232,25017811,0.0,130335.00000000001,2016-06-16,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-06-14,15,False,0,2057,2425,Short_Term,English
11233,25019567,206.91428571428574,36003.08571428572,1966-01-15,6.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-08-22,6,True,1,20472,2721,Long-Term,English
11237,25031415,0.0,470040.6857142857,1997-05-01,24.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2012-11-16,24,True,0,9043,3365,Mid_Term,English
11238,25035731,0.0,244180.11428571428,1988-04-01,13.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-04-04,13,False,0,12360,2496,Mid_Term,English
11239,25036236,0.0,163065.76,1981-08-15,5.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-05-16,5,True,0,14781,3184,Long-Term,English
11241,25048128,0.0,846005.55,1980-11-24,23.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-12-27,23,True,0,15045,2229,Long-Term,English
11243,25050101,0.0,61776.00000000001,2011-10-21,15.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-10-25,15,False,0,3757,2657,Short_Term,English
11245,25058336,350.7047619047619,191484.8,1994-11-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-10-26,21,False,1,9941,3752,Mid_Term,English
11246,25060802,228.85714285714286,562988.5714285714,1993-09-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2014-03-17,20,False,1,10367,2879,Mid_Term,English
11247,25061037,0.0,190457.80000000005,1984-03-01,25.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2016-01-19,25,True,0,13852,2206,Mid_Term,English
11248,25065970,0.0,524163.20000000007,1997-11-01,21.0,False,False,False,NOTICE,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-02-18,21,True,0,8859,3271,Mid_Term,English
11249,25069737,0.0,863022.3238095238,2007-05-07,34.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-05-28,34,True,0,5385,2807,Short_Term,English
11250,25070082,0.0,722060.5104761905,1992-05-15,19.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-06-18,19,True,0,10855,3516,Mid_Term,English
11252,25083563,352.6666666666667,1055178.6666666667,1993-06-01,22.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-10-03,22,False,1,10473,3044,Mid_Term,English
11254,25085591,0.0,553972.8666666667,2004-07-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2010-09-22,19,True,0,6425,4151,Short_Term,English
11257,25090258,0.0,590274.7428571428,2004-12-06,16.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-03-06,16,True,0,6267,3620,Short_Term,English
11258,25090705,0.0,233856.00000000003,2017-09-09,18.0,False,True,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2011-06-01,18,True,0,1607,3899,Short_Term,English
11259,25091135,914.7233333333334,227766.11000000002,2012-12-19,3.0,True,True,True,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2010-10-23,3,True,1,3332,4120,Short_Term,English
11260,25092803,0.0,354058.31999999995,1982-04-01,18.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-01-24,18,False,0,14552,2931,Mid_Term,English
11261,25093943,110.26666666666665,150844.8,1974-11-15,19.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-08-11,19,True,1,17246,2367,Long-Term,English
11262,25095062,0.0,1059368.96,1997-10-01,24.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,Y,Y,6-10,English,Standard,2012-10-01,24,True,0,8890,3411,Mid_Term,English
11263,25095707,244.54666666666668,337474.4,1992-12-25,10.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-11-05,10,True,1,10631,3742,Mid_Term,English
11265,25104446,0.0,772735.6000000001,1993-10-01,21.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-08-05,21,True,0,10351,3468,Mid_Term,English
11266,25104969,0.0,979465.2000000001,1986-03-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-02-10,21,True,0,13122,2914,Mid_Term,English
11267,25107776,0.0,162425.41714285716,1995-12-15,4.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,6-10,English,Standard,2010-03-10,4,True,0,9546,4347,Mid_Term,English
11268,25109010,0.0,1440433.8666666665,2010-05-24,22.0,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-05-15,22,True,0,4272,3550,Short_Term,English
11269,25109082,0.0,912186.742857143,2013-03-16,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-01-15,19,True,0,3245,4036,Short_Term,English
11272,25114036,342.3666666666667,53409.200000000004,1978-08-01,4.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,11-50,Unknowm,Standard,2014-11-11,4,True,1,15891,2640,Long-Term,European
11273,25114078,0.0,649183.5428571429,1989-07-01,18.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-01-03,18,True,0,11904,4048,Mid_Term,English
11276,25120346,0.0,371904.48000000004,1989-06-15,23.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-25,23,False,0,11920,3417,Mid_Term,English
11277,25122031,0.0,828922.7885714285,1995-05-15,26.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2013-03-25,26,True,0,9760,3236,Mid_Term,English
11278,25123736,0.0,409485.8666666667,1992-02-01,14.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-06-17,14,True,0,10959,3517,Mid_Term,English
11280,25128282,0.0,1024071.5519999999,1995-12-01,21.0,False,True,False,NOTICE,BRANCH (POS),N,Y,N,N,N,N,N,N,Y,6-10,English,Premier,2002-11-17,21,True,0,9560,7017,Mid_Term,English
11281,25131822,365.0666666666667,706769.0666666668,1988-09-01,16.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-07-15,16,True,1,12207,3855,Mid_Term,English
11282,25133306,0.0,216797.88000000003,2005-05-05,13.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,Chinese,Standard,2013-09-03,13,True,0,6117,3074,Short_Term,Asian
11283,25137301,0.0,356664.95999999996,1972-08-15,19.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,Y,Y,Y,6-10,English,Standard,2015-01-17,19,True,0,18068,2573,Long-Term,English
11284,25140945,0.0,1509725.3333333335,2010-02-26,10.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2012-08-11,10,False,0,4359,3462,Short_Term,English
11286,25152097,602.48,106036.48000000001,1975-03-01,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2010-04-04,16,True,1,17140,4322,Long-Term,English
11287,25153763,0.0,55032.00000000001,1980-09-01,4.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2010-12-27,4,True,0,15129,4055,Long-Term,English
11289,25157188,0.0,107404.66666666667,1996-06-01,10.0,True,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2014-10-25,10,True,0,9377,2657,Mid_Term,English
11290,25158929,1070.8133333333335,520415.2800000001,2015-06-30,18.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,101-500,English,Premier,2010-02-14,18,True,1,2409,4371,Short_Term,English
11291,25160822,0.0,181538.69333333333,2008-10-10,17.0,True,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-03-11,17,True,0,4863,3615,Short_Term,English
11292,25163700,194.8,55518.00000000001,1976-05-01,19.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-11-17,19,True,1,16713,2634,Long-Term,English
11293,25164155,430.0761904761905,791340.1904761904,1966-01-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2010-04-05,20,False,1,20472,4321,Long-Term,English
11294,25166908,0.0,350509.9619047619,1997-04-01,13.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-03-31,13,True,0,9073,3230,Mid_Term,English
11295,25169335,0.0,833343.4199999999,1988-12-01,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2015-09-12,21,True,0,12116,2335,Mid_Term,English
11296,25169381,445.536,1202056.1279999998,2007-08-14,19.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Standard,2013-06-30,19,False,1,5286,3139,Short_Term,English
11297,25171487,0.0,2143879.92,1995-10-15,18.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2014-08-16,18,False,0,9607,2727,Mid_Term,English
11298,25173147,0.0,569344.0000000001,1996-02-01,24.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-06-05,24,True,0,9498,3895,Mid_Term,English
11299,25175537,265.1752380952381,217443.69523809524,2008-10-02,10.0,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,Unknowm,Standard,2014-09-12,10,True,1,4871,2700,Short_Term,European
11300,25177047,380.73333333333335,714255.7333333333,1994-08-15,14.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,51-100,English,Premier,2014-06-06,14,True,1,10033,2798,Mid_Term,English
11301,25177457,0.0,28228.93333333333,1988-03-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-11-30,19,True,0,12391,2621,Mid_Term,English
11302,25180581,0.0,3321.7600000000007,1988-01-01,1.0,True,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,Y,Y,6-10,English,Standard,2014-07-10,1,False,0,12451,2764,Mid_Term,English
11303,25182154,0.0,427599.0,2004-01-21,9.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,101-500,Unknowm,Standard,2014-10-02,9,True,0,6587,2680,Short_Term,European
11304,25183689,0.0,898563.6000000001,1990-09-01,21.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-03-21,21,True,0,11477,4336,Mid_Term,English
11308,25190837,88.84,91682.87999999999,1969-10-01,24.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2016-03-17,24,False,1,19117,2148,Long-Term,English
11309,25193109,424.03809523809525,824330.0571428572,1991-03-14,24.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-05-19,24,True,1,11283,4277,Mid_Term,English
11312,25197866,0.0,389239.0666666667,1996-05-01,19.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2014-05-14,19,True,0,9408,2821,Mid_Term,English
11313,25204402,0.0,314883.21428571426,2005-12-27,15.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,N,6-10,Hindi,Standard,2013-04-22,15,True,0,5881,3208,Short_Term,Asian
11314,25205799,166.15238095238095,254213.14285714287,1983-01-15,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,Y,N,Y,N,Y,6-10,English,Premier,2015-06-10,18,True,1,14263,2429,Mid_Term,English
11315,25208139,0.0,881949.6,2000-11-20,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-07-03,19,False,0,7744,3501,Mid_Term,English
11316,25213916,0.0,568093.8666666667,1987-11-15,14.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-01-17,14,True,0,12498,4399,Mid_Term,English
11317,25214238,679.4000000000001,1997436.0000000002,1995-09-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-01-30,21,True,1,9651,4021,Mid_Term,English
11318,25214247,0.0,535665.0,2009-10-22,9.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-07-26,9,True,0,4486,3113,Short_Term,English
11319,25216852,0.0,882266.6666666666,1990-03-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-01-16,20,False,0,11661,3670,Mid_Term,English
11320,25222850,794.7666666666668,784434.7000000001,1994-12-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2009-10-15,21,True,1,9911,4493,Mid_Term,English
11321,25222875,0.0,226701.8,1995-01-15,17.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2012-12-12,17,False,0,9880,3339,Mid_Term,English
11322,25226342,402.81666666666666,9667.6,1971-01-01,1.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,1-5,Unknowm,Standard,2009-08-31,1,False,1,18660,4538,Long-Term,European
11323,25228455,0.0,98170.40000000001,1988-11-01,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-03-23,15,True,0,12146,2873,Mid_Term,English
11324,25230327,0.0,1421386.6666666667,1996-08-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-10-31,20,False,0,9302,3747,Mid_Term,English
11325,25233118,0.0,178505.6,1987-04-01,1.0,False,False,False,NOTICE,AUTO RENEW,N,Y,N,N,N,N,Y,N,Y,500+,English,Premier,2012-09-28,1,False,0,12726,3414,Mid_Term,English
11326,25235071,0.0,338331.83999999997,1993-03-01,23.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-01-05,23,True,0,10565,2950,Mid_Term,English
11327,25236745,0.0,568342.7999999999,1988-07-01,47.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2014-12-07,47,False,0,12269,2614,Mid_Term,English
11328,25237269,0.0,384546.8571428572,1992-02-15,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-01-20,18,False,0,10945,2570,Mid_Term,English
